GivenName,Surname,StreetAddress,City,State,StateFull,ZipCode,EmailAddress,Username,Password,TelephoneNumber,MothersMaiden,Birthday,Age,CCNumber,CVV2,NationalID,BloodType,Kilograms,Centimeters,Latitude,Longitude
Helen,Cruse,873 Oakway Lane,Los Angeles,CA,California,90017,HelenDCruse@teleworm.us,Couspit,ca8ueTei,818-337-3874,Edwards,4/28/1948,69,5.12E+15,867,556-57-4260,A+,82.9,168,34.052076,-118.252869
Joyce,Carman,1470 Courtright Street,Ray,ND,North Dakota,58849,JoyceACarman@einrot.com,Tanduch,Ohgh7nah2i,701-568-6407,Montana,9/8/1922,94,5.55E+15,516,501-72-0147,B+,71.7,169,48.263008,-103.218912
Marco,Flores,3900 Payne Street,Grundy,VA,Virginia,24614,MarcoDFlores@teleworm.us,Pentor1975,agaiXah2,276-935-6674,Thomas,1/1/1975,42,4.92E+15,475,230-28-1354,A+,107.3,188,37.306669,-81.976088
Alicia,Reyes,3065 Custer Street,Erie,PA,Pennsylvania,16510,AliciaRReyes@jourrapide.com,Woublest,Shihaa8ceesh,814-899-1027,Williams,3/28/1984,33,4.93E+15,509,194-76-8793,AB-,102.7,164,42.045324,-79.949987
Joseph,Koonce,86 Circle Drive,Houston,TX,Texas,77063,JosephMKoonce@jourrapide.com,Buthationd,faikeeMohF1,832-492-1884,Bull,10/11/1934,82,5.13E+15,721,639-36-5616,B+,98.5,166,29.757398,-95.517891
Natalie,Sanchez,4405 Dovetail Drive,Wood Dale,IL,Illinois,60191,NataliePSanchez@fleckens.hu,Gras1953,wie8Eeg4sie,847-278-3442,Rathbun,1/20/1953,64,5.33E+15,393,359-68-1608,A+,74.7,168,41.90146,-88.064048
Michael,Vasquez,356 Renwick Drive,Allentown,PA,Pennsylvania,18109,MichaelEVasquez@cuvox.de,Thavis31,Oavoikoh7ahb,484-272-9207,Ready,6/9/1931,86,4.72E+15,230,181-14-1627,O+,68.4,165,40.551109,-75.411223
Edith,Barney,850 Godfrey Street,Portland,OR,Oregon,97205,EdithTBarney@einrot.com,Eaunded,aN1pee1eex,503-572-8911,Howell,12/8/1952,64,5.36E+15,609,544-25-2853,O-,77.4,156,45.471456,-122.601292
Michelle,Whicker,4431 Beeghley Street,Eastland,TX,Texas,76448,MichelleJWhicker@rhyta.com,Onner1977,Tua4quai,254-998-0764,Ware,11/6/1977,39,4.72E+15,978,639-48-4166,O+,99,175,32.349301,-98.825072
Colleen,Alanis,4335 Pick Street,Aurora,CO,Colorado,80011,ColleenJAlanis@superrito.com,Alit1943,ohsohhe5Eje,970-733-3955,Guerrero,3/26/1943,74,5.18E+15,127,650-40-4892,O+,50.2,153,39.798828,-104.713835
Neal,Logan,3589 Blane Street,Saint Louis,MO,Missouri,63146,NealALogan@teleworm.us,Musturs,faecee4in7Oh,314-574-7209,Oliver,12/1/1956,60,4.53E+15,361,498-03-3732,B+,97.8,176,38.631816,-90.500187
Geraldine,Crawford,3160 Reynolds Alley,Cypress,CA,California,90630,GeraldineGCrawford@einrot.com,Compall,aifiec3Ie,562-297-9192,Carmack,3/3/1954,63,4.92E+15,892,616-11-6286,O+,77.6,167,33.848557,-118.123921
Leonard,Ruley,3139 Colony Street,Wallingford,CT,Connecticut,6492,LeonardCRuley@armyspy.com,Thicy1981,mahh0aeMaiR,203-273-5046,Ward,10/2/1981,35,5.29E+15,1,049-06-4786,A+,102,184,41.496564,-72.784612
Roger,Galloway,1872 Rainbow Drive,Wooster,OH,Ohio,44691,RogerFGalloway@dayrep.com,Mosed1957,kai8Uez9ie,330-464-6761,Garcia,12/30/1957,59,4.93E+15,31,291-60-2023,O+,90.9,185,40.843639,-81.98372
Jeremy,Gebhardt,1055 Pike Street,San Diego,CA,California,92126,JeremyCGebhardt@teleworm.us,Cruldempan,Ahwei1wei,858-577-6071,Gillis,8/12/1970,46,5.43E+15,103,562-99-9973,O+,86.2,171,32.936573,-117.064781
Estrella,Castillo,4823 Buena Vista Avenue,Eugene,OR,Oregon,97401,EstrellaBCastillo@gustr.com,Fathe1969,Tuut8aich,541-702-2883,Rhymes,9/27/1969,47,5.23E+15,508,543-56-7872,O+,67,160,44.054081,-123.105706
Clyde,Clark,1212 Peck Court,Aliso Viejo,CA,California,92656,ClydeLClark@fleckens.hu,Doway1942,hee0Nacei,949-481-9484,Melton,9/17/1942,74,5.29E+15,147,605-58-1388,O+,98.2,178,33.473812,-117.821822
Jennifer,Dardar,958 Big Indian,New Orleans,LA,Louisiana,70171,JenniferKDardar@armyspy.com,Exclout,EiFush0Orie,504-602-5530,Gomez,5/26/1936,81,5.11E+15,161,436-65-7846,O+,85.7,166,29.939137,-90.151444
Mary,Lang,4265 Newton Street,Minneapolis,MN,Minnesota,55401,MaryDLang@superrito.com,Trater,Ahxoo9eet2b,320-323-4564,Smith,8/26/1976,40,5.14E+15,156,470-28-1236,O+,58.3,170,45.05382,-93.330364
June,Shelton,3187 Pick Street,Pleasant View,CO,Colorado,81331,JuneWShelton@gustr.com,Nourst,rauBooyiu7,970-562-2981,Beaty,11/7/1937,79,4.72E+15,481,651-14-8202,O+,51.4,157,37.45563,-108.815106
Darlene,Thomas,4148 Stutler Lane,Erie,PA,Pennsylvania,16501,DarleneRThomas@rhyta.com,Forying66,ie7igePhoh,814-453-3136,Little,1/29/1966,51,5.48E+15,806,190-14-4315,B+,62.9,156,42.019821,-79.98342
Helen,Avalos,2491 Monroe Street,Houston,TX,Texas,77063,HelenSAvalos@fleckens.hu,Tilty1983,Shei4quairoh,713-435-5649,Dixon,6/29/1983,33,5.47E+15,143,460-71-4130,A+,87.8,170,29.699338,-95.473488
Hannah,McCulloch,2045 Marietta Street,Santa Rosa,CA,California,95401,HannahTMcCulloch@dayrep.com,Offearmed,vuos2eeQui6,707-541-5297,Escalante,12/27/1946,70,4.92E+15,678,547-90-4092,O-,83.2,159,38.544254,-122.780574
Lisa,Nelson,3042 Poco Mas Drive,Lewisville,TX,Texas,75067,LisaWNelson@dayrep.com,Pues1948,eev1aisohK,214-462-4787,Taylor,7/8/1948,68,5.31E+15,416,645-34-5321,A+,93,152,32.97649,-97.04581
April,Ferry,3144 West Side Avenue,Jersey City,NJ,New Jersey,7306,AprilJFerry@armyspy.com,Stoodeld,ie4eiLooz,201-217-8775,Torres,5/29/1924,93,4.54E+15,956,148-76-9090,O+,59.6,168,40.737259,-73.99107
Melody,Frost,2429 Hidden Pond Road,Nashville,TN,Tennessee,37201,MelodyJFrost@superrito.com,Imet1950,fooMuSh2oo,615-749-4183,Bromberg,12/4/1950,66,5.29E+15,534,410-95-0052,O+,85.7,158,36.084907,-86.768182
Hilda,Chavers,1732 Hillcrest Circle,Wayzata,MN,Minnesota,55391,HildaGChavers@jourrapide.com,Onseld,AiGepah2d,763-476-0899,Gray,9/18/1921,95,5.40E+15,185,476-50-0913,A+,83,166,44.923088,-93.504347
Joan,Cottrill,1520 Jewell Road,Minneapolis,MN,Minnesota,55402,JoanDCottrill@armyspy.com,Morephal,bae0az5Zae,612-624-2559,Harris,12/1/1963,53,4.72E+15,534,468-41-7924,O+,82.3,157,44.995986,-93.341298
Deborah,Soliz,544 Virginia Street,Chicago,IL,Illinois,60640,DeborahASoliz@gustr.com,Preved,oCeegho6,773-561-2565,Wallace,12/13/1961,55,5.45E+15,668,322-05-9198,B+,68.9,173,41.934523,-87.754149
Bonnie,McConnell,2358 Goldleaf Lane,Newark,NJ,New Jersey,7102,BonnieEMcConnell@superrito.com,Alave1955,ahrahD5ch,201-586-6592,Ellis,2/8/1955,62,4.72E+15,302,138-68-8744,O+,85.6,165,40.787722,-74.262584
Jane,Wendling,3063 Dovetail Estates,Carrier,OK,Oklahoma,73727,JaneCWendling@cuvox.de,Trind1948,OhRae6mee,580-855-2870,Eckert,5/10/1948,69,5.27E+15,863,448-05-4065,A-,83.7,165,36.528665,-98.076101
Lawrence,Oja,615 Joyce Street,Rocky Mount,NC,North Carolina,27804,LawrenceTOja@superrito.com,Samstered,Zionae1Jo0ee,252-226-5003,Shouse,3/1/1954,63,4.53E+15,15,246-28-0238,O+,64.5,166,35.954464,-77.937933
Johnny,Fryer,1234 Hornor Avenue,Hartshorne,OK,Oklahoma,74547,JohnnyJFryer@jourrapide.com,Thir1933,Ue0JieQuai,918-297-2629,Nicholas,1/5/1933,84,4.53E+15,646,447-90-9172,O+,60.5,173,34.906444,-95.627847
Debbie,Hernadez,3353 Spring Avenue,Philadelphia,PA,Pennsylvania,19123,DebbieWHernadez@superrito.com,Beill1938,eiNeaz5oo,267-720-5529,Hudson,8/25/1938,78,5.26E+15,247,165-26-8502,O+,49.7,169,40.00715,-75.20082
Phyllis,Harkless,982 Duffy Street,Hammond,IN,Indiana,46323,PhyllisRHarkless@einrot.com,Liblaingledy,di6phoh8Ch,219-838-0660,Marano,12/9/1934,82,5.11E+15,313,312-19-8923,B+,73.4,159,41.688046,-87.380937
Vivien,Pyles,4051 Spadafore Drive,Leeper,PA,Pennsylvania,16233,VivienRPyles@jourrapide.com,Tivere,ug1aK2vei7,814-744-1049,Grace,7/22/1945,71,4.49E+15,12,166-60-3289,B+,67,154,41.440694,-79.188818
Nguyet,West,837 Junior Avenue,Atlanta,GA,Georgia,30318,NguyetRWest@superrito.com,Happed,Kai8phie,404-538-6769,Espinoza,3/26/1982,35,4.72E+15,106,260-90-7677,A+,75.5,168,33.721477,-84.35857
Miriam,Novak,4518 Edwards Street,Morehead City,NC,North Carolina,28557,MiriamJNovak@rhyta.com,Thriasself,gueKuuqua4Oh,252-727-8314,Wofford,6/24/1956,61,5.59E+15,25,684-05-2703,B+,63.3,168,34.795894,-76.831131
Paula,Watson,3408 Davis Street,Columbus,GA,Georgia,31901,PaulaPWatson@dayrep.com,Whournany,Exoo5Aejair,706-321-0399,Vasquez,9/29/1960,56,5.25E+15,154,672-01-0086,B+,102.2,155,32.476189,-84.996756
Barbara,Washington,2650 Wakefield Street,Philadelphia,PA,Pennsylvania,19141,BarbaraRWashington@fleckens.hu,Darat1976,shoe4Pheaxe,215-457-0051,Malcolm,7/10/1976,40,4.93E+15,800,197-44-1880,B+,92.4,171,40.039486,-75.217507
Joni,Hinshaw,1639 Philadelphia Avenue,Midvale,UT,Utah,84047,JoniMHinshaw@superrito.com,Whinsise1982,phi1saiza8Ei,801-304-2710,Thomas,9/2/1982,34,4.93E+15,120,528-03-4593,O+,61.2,163,40.592095,-111.916917
Jill,Ruiz,2287 Burton Avenue,Memphis,TN,Tennessee,38128,JillHRuiz@dayrep.com,Vandice,gahvaeyiGhos1Oh,901-790-9022,Wasson,9/6/1922,94,5.48E+15,51,412-33-7176,AB+,50.6,160,35.16966,-90.019864
Maggie,Gonzales,617 Railroad Street,Marquette,MI,Michigan,49855,MaggieJGonzales@superrito.com,Balacee,xoNg2zee,906-201-5287,Camacho,3/6/1927,90,4.93E+15,546,362-08-2985,A+,85.5,156,46.536525,-87.435432
Christine,White,3604 Saint Francis Way,Waukesha,WI,Wisconsin,53186,ChristineRWhite@gustr.com,Hencerel,AigeihiiG0y,262-970-0515,Mauldin,12/9/1938,78,4.72E+15,444,387-92-7535,O+,61.1,170,42.935676,-88.268102
Jason,Southerland,4088 Pineview Drive,Twin Lakes,MN,Minnesota,56089,JasonESoutherland@einrot.com,Wherfust,luMoov7ei,507-852-3088,Kelly,8/29/1958,58,5.33E+15,914,475-74-8942,B+,107.5,179,43.586322,-93.34976
Andrew,Rhea,3419 Eden Drive,Richmond,VA,Virginia,23220,AndrewSRhea@einrot.com,Thip1933,xee1ahngaeNg,804-997-1026,Cole,7/29/1933,83,5.22E+15,839,695-01-4764,O+,64.9,179,37.607028,-77.402664
Margaret,Rogers,1306 Oakdale Avenue,Avon Park,FL,Florida,33825,MargaretERogers@superrito.com,Scom1940,gi9tha5Ch,863-448-1160,Nobles,7/22/1940,76,5.27E+15,144,593-97-6809,B+,94.2,165,27.634004,-81.493734
Jason,Berman,1641 Corbin Branch Road,Knoxville,TN,Tennessee,37917,JasonEBerman@superrito.com,Hisevout,akeiReix1,423-436-3213,Owen,6/10/1969,48,4.93E+15,182,409-13-3060,O+,71.5,184,36.068863,-83.971896
Jean,Ford,4752 Sampson Street,Westminster,CO,Colorado,80030,JeanKFord@rhyta.com,Hasters,oa3Iechei,303-550-0308,Bloch,5/7/1937,80,4.49E+15,74,523-06-3010,O+,50.7,169,39.91403,-104.950639
Katheleen,Whitley,1407 Stratford Drive,Waipahu,HI,Hawaii,96797,KatheleenRWhitley@cuvox.de,Meare1939,OhXeir3Gei,808-291-7756,Shirley,9/10/1939,77,5.56E+15,833,576-71-6680,A+,93.1,165,21.339419,-158.11178
Frank,Morrison,1214 Chatham Way,College Park,MD,Maryland,20741,FrankAMorrison@jourrapide.com,Younced,xoaj0Ooh,240-624-8372,Woods,11/15/1981,35,5.39E+15,63,220-11-5988,O+,82.5,177,39.084095,-76.836097
Michael,Stover,3883 Horseshoe Lane,Eagleville,PA,Pennsylvania,19403,MichaelSStover@rhyta.com,Shight,Eevieyeiw8,484-435-1540,Holland,6/24/1984,33,5.60E+15,786,172-30-5275,O+,96.5,172,40.098101,-75.315249
Kenneth,Jacobs,3308 Timbercrest Road,Anchorage,AK,Alaska,99501,KennethCJacobs@teleworm.us,Quincluddeas,Aiz8pheat8,907-764-7127,Helle,10/25/1974,42,5.12E+15,687,574-68-0073,O+,68.5,181,61.246899,-149.804607
Leland,Appel,1059 Upton Avenue,Westbrook,ME,Maine,4092,LelandHAppel@fleckens.hu,Agelf1990,Shelae3oqu1,207-918-1675,Goodman,1/15/1990,27,4.92E+15,553,006-03-2906,O+,66.9,180,43.682019,-70.317279
Larry,Lee,3536 Hartland Avenue,New Berlin,WI,Wisconsin,53151,LarryBLee@teleworm.us,Onewarthill,ivahh9Aing,920-382-3351,Thornton,6/16/1955,62,5.14E+15,62,398-92-1684,O+,69,175,42.999183,-88.046818
Lisa,Lounsbury,393 Vernon Street,Irvine,CA,California,92614,LisaLLounsbury@superrito.com,Theraten,ohGhial7As,760-596-4224,Allen,1/19/1922,95,5.39E+15,903,563-07-8916,B+,89.1,154,33.663454,-117.806095
Yolanda,White,3337 Garrett Street,Grand Rapids,MI,Michigan,49503,YolandaAWhite@fleckens.hu,Fichave1979,Shohw9ie,269-209-7138,Williams,5/15/1979,38,5.17E+15,79,380-32-0857,O+,55.5,159,42.896264,-85.746064
Faye,Bell,2883 Boring Lane,San Francisco,CA,California,94124,FayeDBell@gustr.com,Prame1975,ieZooSu2,415-649-8601,Samaniego,10/20/1975,41,4.53E+15,220,546-17-8420,O+,101.2,155,37.780782,-122.343706
Annie,Melendez,1397 Point Street,Bridgeview,IL,Illinois,60455,AnnieJMelendez@fleckens.hu,Bilart,oovo4Oekedai,773-793-4746,Bland,12/10/1972,44,5.59E+15,267,347-36-3985,B+,75.5,167,41.693185,-87.9029
Veronica,Owens,1670 Wines Lane,Houston,TX,Texas,77032,VeronicaOOwens@fleckens.hu,Ouldn1959,roh3Jiif0oh,832-274-8813,Hart,5/14/1959,58,5.19E+15,668,458-75-7588,B+,63.4,166,29.884054,-95.288524
Loretta,Cooper,256 Gateway Avenue,City Of Commerce,CA,California,90040,LorettaNCooper@superrito.com,Blative,ooB2vequej,661-878-2227,Polk,4/5/1940,77,4.92E+15,294,570-52-8969,B+,54.8,153,34.05885,-118.250726
Thomas,Salazar,4436 Columbia Road,Denver,CO,Colorado,80202,ThomasPSalazar@dayrep.com,Captaim56,ca4rae8Ohgho7,303-223-3259,Rabon,7/4/1956,60,4.72E+15,366,650-38-5149,A+,65.9,186,39.746766,-104.984243
Christopher,Colbert,3738 Brown Street,Show Low,AZ,Arizona,85901,ChristopherCColbert@superrito.com,Hiche1940,aeYaech1vi,928-205-5331,Plummer,3/13/1940,77,4.93E+15,124,764-26-6115,A+,73.4,170,34.185757,-110.086923
Jermaine,Nixon,945 Everette Alley,Ft Lauderdale,FL,Florida,33311,JermaineKNixon@jourrapide.com,Disho1946,ahloe2Ho2zu,954-849-9197,Cesar,11/15/1946,70,5.45E+15,475,595-22-9218,O+,66.8,183,26.04432,-80.166136
Steven,Combs,3150 Johnson Street,Raleigh,NC,North Carolina,27604,StevenCCombs@dayrep.com,Coury1934,Zae2aihae,919-878-4259,Smith,3/5/1934,83,5.55E+15,121,245-13-5604,A+,78.8,169,35.786686,-78.499975
Shannon,Pace,3301 Haven Lane,Williamston,MI,Michigan,48895,ShannonDPace@einrot.com,Sionly,cei0Aed6ohn,517-655-0166,Black,6/30/1947,69,5.17E+15,810,371-01-9348,A+,68.4,153,42.628273,-84.218383
Joel,Moreno,3820 Hanifan Lane,Buford,GA,Georgia,30518,JoelNMoreno@cuvox.de,Norm1950,EiDieNg4iHoh,678-546-6753,Bryant,5/15/1950,67,4.49E+15,440,675-07-3280,B-,91.7,179,34.026833,-84.06559
Constance,Karim,4414 Angus Road,New York,NY,New York,10016,ConstanceJKarim@superrito.com,Thaven,zeiWei1aef,212-454-8572,Thomas,9/10/1949,67,4.93E+15,844,069-12-0244,B+,61.8,151,40.738508,-73.912013
Carey,Goldberg,4600 Emeral Dreams Drive,Byron,IL,Illinois,61010,CareyJGoldberg@fleckens.hu,Witne1941,iR6jusohz,815-234-8806,Sexton,10/24/1941,75,5.27E+15,755,360-20-0303,A-,85.8,174,42.113089,-89.253246
Minnie,Smith,4384 Wines Lane,Houston,TX,Texas,77032,MinnieGSmith@rhyta.com,Extrany,ieB2duel4aeng,832-256-3457,West,3/26/1962,55,5.50E+15,637,641-70-9524,O+,81.7,171,30.061293,-95.301858
Billy,Rasberry,4609 Adamsville Road,Laredo,TX,Texas,78040,BillySRasberry@gustr.com,Wasookese,ohchuGhu0Ph,956-693-8242,Hays,10/20/1944,72,4.53E+15,920,634-86-9551,O+,84.2,182,27.576731,-99.56015
Chester,Pena,4636 Apple Lane,Farmington,IL,Illinois,61531,ChesterBPena@einrot.com,Spointionce,Cit8ahphohm,309-245-5130,Bieber,2/24/1975,42,5.15E+15,912,331-10-3854,O+,106.6,170,40.69985,-89.992158
Steve,Toledo,2143 Bolman Court,Springfield,IL,Illinois,62703,SteveKToledo@einrot.com,Gened1987,EeBu1ohohn,217-298-4538,Helms,5/22/1987,30,5.54E+15,206,356-74-3565,O+,109,168,39.798475,-89.598601
Beverly,Simcox,4796 Peck Street,Nashua,NH,New Hampshire,3061,BeverlyESimcox@gustr.com,Quilkind,yir6eeV7hi2,603-879-7789,Park,4/25/1959,58,4.93E+15,137,002-20-6297,B+,86.8,159,42.726456,-71.556946
Michael,Montanez,1776 Marie Street,Mayo,MD,Maryland,21106,MichaelSMontanez@cuvox.de,Eaunded,rePuvid8,410-956-4262,Morgan,8/27/1955,61,5.13E+15,656,215-06-4410,A+,106.2,184,38.858405,-76.44455
Tomas,Loy,781 Duncan Avenue,New York,NY,New York,10011,TomasGLoy@rhyta.com,Annessare,seo5Ahh4iech,917-546-5167,Cota,2/28/1957,60,5.24E+15,478,097-60-2155,A+,68.3,170,40.657088,-73.977359
Christine,Herrera,2039 Rockford Mountain Lane,Appleton,WI,Wisconsin,54913,ChristineHHerrera@jourrapide.com,Wastles62,WiereeNg0gae,920-252-9759,Martinez,5/13/1962,55,4.53E+15,881,398-72-5314,AB+,70.7,164,44.281707,-88.341681
Sara,Cantu,183 Irving Place,Saint Louis,MO,Missouri,63146,SaraDCantu@teleworm.us,Johous,Kai1thee,636-253-0674,Belcher,9/24/1961,55,5.57E+15,884,494-44-2045,O+,78.2,169,38.783368,-90.438683
Arline,Sewell,3956 Leroy Lane,Pine Ridge,SD,South Dakota,57770,ArlineASewell@dayrep.com,Driale,Ahku0cho,605-867-7647,Dealba,6/22/1977,40,5.11E+15,94,503-06-8129,O+,84.1,165,43.144804,-102.653998
Caroline,Clark,2997 Fieldcrest Road,Brentwood,NY,New York,11717,CarolineJClark@jourrapide.com,Monde1961,eup2ieR6Cua,631-881-5472,Castaneda,10/13/1961,55,4.49E+15,567,057-24-3024,A+,89.6,154,40.74532,-73.177148
Judy,Foster,585 Quilly Lane,Hilliard,OH,Ohio,43026,JudyWFoster@teleworm.us,Ourtur,Yiegaiw4doo,614-527-1639,Wells,7/8/1925,91,4.92E+15,23,280-24-4364,A+,57,153,40.028893,-83.237263
Shirley,Andrews,4488 Victoria Court,Woodland,ME,Maine,4694,ShirleyMAndrews@gustr.com,Tors1947,eev2Ohdauzo,207-427-5341,Babich,10/6/1947,69,4.93E+15,274,006-54-4315,O+,72.4,161,46.808095,-68.214635
Glen,Barry,4768 Kovar Road,Boston,MA,Massachusetts,2110,GlenJBarry@dayrep.com,Havereste1970,zeGh5ieTh,508-535-4193,Frazier,8/6/1970,46,5.51E+15,353,021-88-0382,O+,77.3,171,42.316219,-71.079223
Brad,Lynch,4247 Linden Avenue,Orlando,FL,Florida,32801,BradCLynch@rhyta.com,Blity1943,Tazee0pheip,407-614-0447,Wilson,1/5/1943,74,5.20E+15,390,768-26-2171,AB-,70.2,174,28.453224,-81.356108
Raul,Ellison,2493 Pooh Bear Lane,Greenville,SC,South Carolina,29601,RaulPEllison@einrot.com,Happeat,soh4Iechoi,864-832-2416,McBride,11/2/1983,33,4.92E+15,91,251-11-3590,A+,82.3,175,34.831762,-82.350717
Michael,Campbell,155 Reppert Coal Road,Detroit,MI,Michigan,48226,MichaelECampbell@gustr.com,Witoomards,Aexai2tei,586-872-6217,Le,1/3/1952,65,4.72E+15,457,362-09-4188,O+,101,167,42.270513,-83.048188
James,Rhodes,1838 Valley Lane,Austin,TX,Texas,78701,JamesSRhodes@gustr.com,Evia1961,yuShae0iu2ph,512-648-7013,Nunez,2/18/1961,56,5.53E+15,135,628-94-5810,O+,105,173,30.237097,-97.672295
Bobby,Quist,98 Turkey Pen Road,New York,NY,New York,10016,BobbyCQuist@superrito.com,Keircolty,Ieheip3Xi3,917-220-1908,Wilson,2/9/1965,52,5.50E+15,678,091-76-6818,O+,89.9,168,40.676338,-73.960033
John,Norris,4154 Arrowood Drive,Jacksonville,FL,Florida,32217,JohnGNorris@einrot.com,Goodst,ohge0aiLah,904-448-9550,Casey,1/22/1947,70,5.55E+15,247,263-22-9010,O+,62,183,30.279944,-81.596114
Matthew,Cashin,1357 Holden Street,San Diego,CA,California,92139,MatthewACashin@dayrep.com,Mathaddley,ioGh5uS4eij4,619-267-4236,Torres,9/23/1980,36,5.50E+15,490,621-74-0919,A+,66.6,188,32.66641,-117.007646
Herbert,Bonetti,1734 Granville Lane,Newark,NJ,New Jersey,7104,HerbertABonetti@einrot.com,Subjectence1973,fieDooz9sh,973-481-0606,Wilkes,11/25/1973,43,4.49E+15,874,156-30-1551,O-,65.5,181,40.704361,-74.157286
Beverly,Avila,4065 Terry Lane,Orlando,FL,Florida,32805,BeverlyJAvila@einrot.com,Kooto1933,aeshaZig5,321-289-5049,Rice,12/8/1933,83,4.92E+15,269,261-13-2480,B+,93.9,166,28.535042,-81.485234
Kevin,Borders,4235 Penn Street,Stlouis,MO,Missouri,63101,KevinABorders@einrot.com,Butile,Ue2shoo1,573-272-2785,Brown,4/17/1989,28,5.32E+15,142,497-19-7674,O+,104.9,169,38.627455,-90.242667
Wanda,Simpson,3891 Woodland Terrace,Citrus Heights,CA,California,95610,WandaSSimpson@armyspy.com,Mareceing,Oonaez0eeboo,916-879-8384,Vose,8/31/1990,26,4.54E+15,832,545-06-3941,B+,67.2,161,38.605729,-121.266152
Sheila,Snyder,4050 Scheuvront Drive,Broomfield,CO,Colorado,80020,SheilaDSnyder@einrot.com,Amens1975,AiceaRuC4lai,303-460-8165,Orourke,5/23/1975,42,5.22E+15,288,652-05-0771,A+,71.5,155,39.936979,-105.125636
Oliver,Dean,4850 Happy Hollow Road,Lumberton,NC,North Carolina,28358,OliverKDean@fleckens.hu,Grathan1961,baep7vu7Ei,910-608-5487,McWilliams,8/17/1961,55,5.49E+15,442,243-62-5548,O+,64.4,186,34.67665,-79.001945
Eric,Castro,4830 Lakeland Park Drive,Atlanta,GA,Georgia,30328,EricTCastro@einrot.com,Senclavoked,Cie5fe7Aja,770-616-4246,Smith,3/28/1929,88,5.36E+15,836,260-39-7493,A+,72.3,182,33.925475,-84.435777
Thomas,Sanders,4321 Parrill Court,Valparaiso,IN,Indiana,46383,ThomasRSanders@einrot.com,Tintied,Chohmoo9g,219-465-6146,Allen,5/17/1982,35,4.56E+15,540,316-34-4108,B+,81.6,187,41.540463,-87.008471
Jane,Moss,3475 Confederate Drive,Rome,NY,New York,13440,JaneKMoss@dayrep.com,Nand1971,Onil3aeng,315-709-9103,Powell,6/20/1971,46,4.93E+15,52,081-44-1722,A+,50.2,159,43.292193,-75.437126
Robert,Spooner,904 Clarksburg Park Road,St Michaels,AZ,Arizona,86511,RobertLSpooner@jourrapide.com,Fienjouricen,Uk4Weich4y,928-265-9632,Ingraham,4/30/1990,27,5.24E+15,478,526-20-4824,A+,73.9,189,35.605788,-109.023433
Gladys,McKinney,3550 Williams Mine Road,Weehawken,NJ,New Jersey,7087,GladysTMcKinney@superrito.com,Edereets,nieb5Aegh,908-287-6939,Zachary,1/27/1970,47,5.22E+15,506,149-52-7815,B+,58.7,162,40.800932,-74.111641
Trent,Cohen,4714 Queens Lane,Danville,VA,Virginia,23851,TrentECohen@teleworm.us,Surns1928,falaev9AiD,434-836-3599,Phillips,5/12/1928,89,4.93E+15,693,230-45-0104,B+,84,178,36.573282,-79.557785
Charles,Phillips,414 Corbin Branch Road,Stoney Creek,TN,Tennessee,37643,CharlesPPhillips@armyspy.com,Gurgend,agei1VaVoh1u,423-474-2705,Fitch,4/23/1952,65,4.49E+15,604,756-01-0663,B+,107.9,181,36.345825,-85.393658
James,Snyder,4193 Hickory Ridge Drive,Las Vegas,NV,Nevada,89109,JamesASnyder@rhyta.com,Itive1985,ohch1Woota6,702-737-7177,Simpson,7/20/1985,31,5.48E+15,579,680-09-1789,O+,106,176,36.041504,-115.182546
Denise,Stone,1235 Bedford Street,Stamford,CT,Connecticut,6901,DeniseRStone@fleckens.hu,Goodir,VituRiek5,203-912-5853,Bragg,4/9/1973,44,4.72E+15,384,042-42-1277,A+,88.8,161,41.009645,-73.553301
Shauna,Ford,3956 Fieldcrest Road,Bethpage,NY,New York,11714,ShaunaAFord@teleworm.us,Dereettris1938,Oew9doo6ah,631-940-1677,Phillips,5/4/1938,79,4.53E+15,715,125-66-5925,B+,53.9,164,40.836241,-73.424467
Helen,Tate,1892 Hood Avenue,San Diego,CA,California,92103,HelenRTate@jourrapide.com,Upone1950,Ohphaeshux1,858-776-0250,Gentile,7/16/1950,66,4.72E+15,268,552-28-9692,A+,61.2,154,32.833274,-117.218588
Amanda,Snow,4444 Stiles Street,Pittsburgh,PA,Pennsylvania,15205,AmandaHSnow@superrito.com,Tric1984,Ahchae7doP,412-640-3361,Brown,5/25/1984,33,5.58E+15,891,171-28-2578,B+,64.1,154,40.533245,-80.162389
Rebeca,McCain,136 Stark Hollow Road,Mountain View,CO,Colorado,82939,RebecaRMcCain@superrito.com,Calown,siikae5Oo,970-756-9808,Rhoades,5/15/1960,57,4.72E+15,101,653-16-1054,O+,53.1,159,41.225248,-110.270733
Rosa,Beatty,2596 Daylene Drive,Trenton,MI,Michigan,48183,RosaJBeatty@jourrapide.com,Whountlence,kegai4Us1n,734-676-3172,Yates,2/7/1947,70,4.49E+15,531,366-14-7154,A-,56.3,154,42.047384,-83.232947
Robert,Patao,3330 Courtright Street,Lankin,ND,North Dakota,58250,RobertCPatao@einrot.com,Thantaight,geV7zah5,701-593-6199,Morris,7/24/1937,79,5.48E+15,403,502-66-4680,A+,99.3,165,48.203452,-98.048439
